Totalpris,Adresse,Postnummer,Størrelse,URL
5240221,Gøteborggata 31C,0566,56,https://www.finn.no/realestate/homes/ad.html?finnkode=350908946
5619202,Aslakveien 26 C,0753,66,https://www.finn.no/realestate/homes/ad.html?finnkode=389423710
6172643,Osterhaus' gate 16D,0183,58,https://www.finn.no/realestate/homes/ad.html?finnkode=389346486
6228620,Schultz' gate 12C,0365,66,https://www.finn.no/realestate/homes/ad.html?finnkode=389876818
5221493,Sofienberggata 13B,0551,63,https://www.finn.no/realestate/homes/ad.html?finnkode=389861407
6039775,Huk aveny 61A,0287,66,https://www.finn.no/realestate/homes/ad.html?finnkode=387778458
3725660,Mellombølgen 52,1157,58,https://www.finn.no/realestate/homes/ad.html?finnkode=389939615
4613500,Gaupefaret 20,0773,56,https://www.finn.no/realestate/homes/ad.html?finnkode=389940251
5496708,Siebkes gate 3B,0562,69,https://www.finn.no/realestate/homes/ad.html?finnkode=389245706
5799274,Colletts gate 58A,0456,68,https://www.finn.no/realestate/homes/ad.html?finnkode=390558823
4678181,Lindebergåsen 49,1068,61,https://www.finn.no/realestate/homes/ad.html?finnkode=378222572
5069588,Bisp Nikolas' gate 6,0652,62,https://www.finn.no/realestate/homes/ad.html?finnkode=385797262
3464221,Starveien 12,1088,61,https://www.finn.no/realestate/homes/ad.html?finnkode=383511190
5806150,Waldemar Thranes gate 4B (andel 6),0171,57,https://www.finn.no/realestate/homes/ad.html?finnkode=386433938
5873658,Suhms gate 20A,0362,62,https://www.finn.no/realestate/homes/ad.html?finnkode=390341053
5592151,Schleppegrells gate 17B,0556,63,https://www.finn.no/realestate/homes/ad.html?finnkode=388944518
6268603,Hansteens gate 7,0253,57,https://www.finn.no/realestate/homes/ad.html?finnkode=390700360
5946305,Fernanda Nissens gate 2A,0484,59,https://www.finn.no/realestate/homes/ad.html?finnkode=389576553
4840350,Anna Sethnes gate 2B,0474,59,https://www.finn.no/realestate/homes/ad.html?finnkode=389216572
5665406,Schouterrassen 8,0573,58,https://www.finn.no/realestate/homes/ad.html?finnkode=389784836
5988640,Fredensborgveien 17,0177,63,https://www.finn.no/realestate/homes/ad.html?finnkode=371367285
3792302,Ole Reistads vei 5A,1068,57,https://www.finn.no/realestate/homes/ad.html?finnkode=389363078
4818577,Ivar Knutsons vei 23,1161,59,https://www.finn.no/realestate/homes/ad.html?finnkode=385739505
5493221,Borger Withs gate 33,0482,58,https://www.finn.no/realestate/homes/ad.html?finnkode=388083325
3245913,Grensestien 9A,1251,58,https://www.finn.no/realestate/homes/ad.html?finnkode=381108811
4991193,Kjølberggata 23B,0653,56,https://www.finn.no/realestate/homes/ad.html?finnkode=390065773
4336402,Røahagan 1C,0754,57,https://www.finn.no/realestate/homes/ad.html?finnkode=381570239
4436150,Disenveien 27,0587,68,https://www.finn.no/realestate/homes/ad.html?finnkode=389417144
5121562,Maridalsveien 11A - A101 anr 1,0178,60,https://www.finn.no/realestate/homes/ad.html?finnkode=363310843
5601640,Arnljot Gellines vei 37A,0657,58,https://www.finn.no/realestate/homes/ad.html?finnkode=380592940
4706319,Turbinveien 7,0195,59,https://www.finn.no/realestate/homes/ad.html?finnkode=389708335
5526358,Åsengata 6C,0480,56,https://www.finn.no/realestate/homes/ad.html?finnkode=386646221
4539269,Sars' gate 31D,0562,58,https://www.finn.no/realestate/homes/ad.html?finnkode=389256402
4671650,Sinsenveien 30 - leil. 417,0572,54,https://www.finn.no/realestate/homes/ad.html?finnkode=389245173
4470525,Olaf Schous vei 13,0572,55,https://www.finn.no/realestate/homes/ad.html?finnkode=390119673
4703727,Sinsenveien 24 - leil. 406,0572,54,https://www.finn.no/realestate/homes/ad.html?finnkode=372134623
5401153,Sandefjordgata 3D,0464,55,https://www.finn.no/realestate/homes/ad.html?finnkode=389244873
5087925,Conradis gate 1B,0559,57,https://www.finn.no/realestate/homes/ad.html?finnkode=389264890
5249125,Anna Sethnes gate 4 A,0474,58,https://www.finn.no/realestate/homes/ad.html?finnkode=389375099
2967296,Kantarellen terrasse 14,1286,58,https://www.finn.no/realestate/homes/ad.html?finnkode=390488207
5167514,Tromsøgata 42,0565,62,https://www.finn.no/realestate/homes/ad.html?finnkode=381711198
3789479,Haugerudhagan 80,0673,57,https://www.finn.no/realestate/homes/ad.html?finnkode=390471591
4325141,Dugnadsveien 17,0590,66,https://www.finn.no/realestate/homes/ad.html?finnkode=390017693
3747241,Rødtvetveien 67,0955,66,https://www.finn.no/realestate/homes/ad.html?finnkode=390597380
3311372,Hauketoveien 7A,1266,64,https://www.finn.no/realestate/homes/ad.html?finnkode=390049420
5331305,Sverdrups gate 16A,0559,60,https://www.finn.no/realestate/homes/ad.html?finnkode=389371890
4513365,Fyrstikkalléen 2,0661,61,https://www.finn.no/realestate/homes/ad.html?finnkode=389225443
4943212,Vallefaret 23,0663,65,https://www.finn.no/realestate/homes/ad.html?finnkode=384725556
4670911,Freserveien 29,0195,69,https://www.finn.no/realestate/homes/ad.html?finnkode=367925305
4790202,Betzy Kjelsbergs vei 13,0486,58,https://www.finn.no/realestate/homes/ad.html?finnkode=390572090
4825550,Etterstadkroken 7A,0659,57,https://www.finn.no/realestate/homes/ad.html?finnkode=389379684
5424161,Nedre Skøyen vei 20,0276,58,https://www.finn.no/realestate/homes/ad.html?finnkode=389366602
5080520,Fagerheimgata 14,0567,60,https://www.finn.no/realestate/homes/ad.html?finnkode=389952783
5085500,Christian Michelsens gate 41,0568,63,https://www.finn.no/realestate/homes/ad.html?finnkode=389781088
4677990,Galgeberg 3C,0657,63,https://www.finn.no/realestate/homes/ad.html?finnkode=389508771
4989000,Hagegata 46A,0653,59,https://www.finn.no/realestate/homes/ad.html?finnkode=354821750
5698669,Normannsgata 4,0655,60,https://www.finn.no/realestate/homes/ad.html?finnkode=387455287
5407495,Dannevigsveien 18B,0463,62,https://www.finn.no/realestate/homes/ad.html?finnkode=389369201
4464252,Platous gate 4E,0190,69,https://www.finn.no/realestate/homes/ad.html?finnkode=390495677
5438240,Sven Bruns gate 9,0166,51,https://www.finn.no/realestate/homes/ad.html?finnkode=386548134
6388990,Fayes gate 3,0455,65,https://www.finn.no/realestate/homes/ad.html?finnkode=368718459
6174510,Munkedamsveien 79D,0270,65,https://www.finn.no/realestate/homes/ad.html?finnkode=389495399
3721862,Vetlandsveien 73B,0685,63,https://www.finn.no/realestate/homes/ad.html?finnkode=389083017
4976193,Sannergata 5B,0557,55,https://www.finn.no/realestate/homes/ad.html?finnkode=389876420
4778291,Ringgata 4A,0577,59,https://www.finn.no/realestate/homes/ad.html?finnkode=390454609
3715107,Edvard Munchs vei 91,1063,54,https://www.finn.no/realestate/homes/ad.html?finnkode=390599396
5341040,Klaus Torgårds vei 16A,0372,58,https://www.finn.no/realestate/homes/ad.html?finnkode=389372822
4537061,Motzfeldts gate 14,0187,53,https://www.finn.no/realestate/homes/ad.html?finnkode=390495875
4160187,Lindebergåsen 49,1068,51,https://www.finn.no/realestate/homes/ad.html?finnkode=378223751
5443490,Sigurd Hoels vei 17,0655,55,https://www.finn.no/realestate/homes/ad.html?finnkode=389904277
3342400,Ravnkollbakken 87,0971,65,https://www.finn.no/realestate/homes/ad.html?finnkode=389582301
5034250,Nedre Vaskegang 4B,0186,54,https://www.finn.no/realestate/homes/ad.html?finnkode=389263636
5184105,Hammerstads gate 3B,0363,56,https://www.finn.no/realestate/homes/ad.html?finnkode=390076654
5125990,Suhms gate 20B,0362,51,https://www.finn.no/realestate/homes/ad.html?finnkode=363980411
5001590,Ensjøveien 6B,0655,56,https://www.finn.no/realestate/homes/ad.html?finnkode=389443759
4693649,Trondheimsveien 170A,0570,57,https://www.finn.no/realestate/homes/ad.html?finnkode=389889589
5271306,Thereses gate 20 A,0168,49,https://www.finn.no/realestate/homes/ad.html?finnkode=390668163
5129570,Hølandsgata 22B,0655,54,https://www.finn.no/realestate/homes/ad.html?finnkode=390521782
3952863,Bølerlia 8,0691,53,https://www.finn.no/realestate/homes/ad.html?finnkode=390353989
5997240,Sørengkaia 118,0194,65,https://www.finn.no/realestate/homes/ad.html?finnkode=375119112
3088530,Johan Scharffenbergs vei 99,0694,51,https://www.finn.no/realestate/homes/ad.html?finnkode=389395498
4359318,Magnus' gate 8,0650,56,https://www.finn.no/realestate/homes/ad.html?finnkode=389359698
4951581,Åkebergveien 56A,0650,53,https://www.finn.no/realestate/homes/ad.html?finnkode=388065279
5529325,Hoffsveien 8A,0275,55,https://www.finn.no/realestate/homes/ad.html?finnkode=389493582
4612700,Sørvangen 12G,0282,54,https://www.finn.no/realestate/homes/ad.html?finnkode=374183895
5321055,Kongsveien 83A,1177,52,https://www.finn.no/realestate/homes/ad.html?finnkode=390093347
4409302,Freserveien 13,0195,56,https://www.finn.no/realestate/homes/ad.html?finnkode=390356920
4268484,Økern torgvei 5A,0580,55,https://www.finn.no/realestate/homes/ad.html?finnkode=389860470
4896976,Sverdrups gate 26B,0559,53,https://www.finn.no/realestate/homes/ad.html?finnkode=389912884
5464541,Schouterrassen 13,0573,51,https://www.finn.no/realestate/homes/ad.html?finnkode=369762989
6153500,Carl Lundgrens vei 22,0284,57,https://www.finn.no/realestate/homes/ad.html?finnkode=389370862
4820731,Christies gate 19A,0557,53,https://www.finn.no/realestate/homes/ad.html?finnkode=384905557
4138435,Kjølberggata 28B,0653,51,https://www.finn.no/realestate/homes/ad.html?finnkode=390754686
5443626,Erling Skjalgssons gate 32A,0267,51,https://www.finn.no/realestate/homes/ad.html?finnkode=389426453
6199273,Prinsens gate 8,0152,53,https://www.finn.no/realestate/homes/ad.html?finnkode=389213025
4994456,Mortensvingen 14,0284,51,https://www.finn.no/realestate/homes/ad.html?finnkode=389782226
5751640,Hoffsveien 10C,0275,55,https://www.finn.no/realestate/homes/ad.html?finnkode=388545551
5895168,Gildevangen 10A,0585,56,https://www.finn.no/realestate/homes/ad.html?finnkode=390069609
5218767,Båhusveien 10,0573,51,https://www.finn.no/realestate/homes/ad.html?finnkode=390194590
2300000,Drammensveien 214,,86,https://www.finn.no/realestate/homes/ad.html?finnkode=329396638
5382490,Nydalsveien 16B,0484,55,https://www.finn.no/realestate/homes/ad.html?finnkode=389350825
4640071,Lars Husmanns gate 15,0598,53,https://www.finn.no/realestate/homes/ad.html?finnkode=390482326
5381963,Sandakerveien 108A,0484,53,https://www.finn.no/realestate/homes/ad.html?finnkode=387806285
4412491,Rolf Hofmos gate 13,0655,52,https://www.finn.no/realestate/homes/ad.html?finnkode=389897424
4832416,Hans Nielsen Hauges gate 32,0481,58,https://www.finn.no/realestate/homes/ad.html?finnkode=390212099
4008800,Ammerudgrenda 3,0958,55,https://www.finn.no/realestate/homes/ad.html?finnkode=388845852
4920740,Heimdalsgata 29,0561,52,https://www.finn.no/realestate/homes/ad.html?finnkode=390750197
5936302,Karenslyst allé 50,0279,65,https://www.finn.no/realestate/homes/ad.html?finnkode=389364052
2804003,Harry Fetts vei 5B,0667,51,https://www.finn.no/realestate/homes/ad.html?finnkode=389246545
6151350,Nydalen allé 25,0484,56,https://www.finn.no/realestate/homes/ad.html?finnkode=389121739
4725990,Vollebekkveien 2H,0598,47,https://www.finn.no/realestate/homes/ad.html?finnkode=389934963
3763562,Erlends vei 38,0669,48,https://www.finn.no/realestate/homes/ad.html?finnkode=389237005
4910840,Langengen 23,0661,48,https://www.finn.no/realestate/homes/ad.html?finnkode=389372468
4500152,Smeltedigelen 6,0195,51,https://www.finn.no/realestate/homes/ad.html?finnkode=389431210
4339070,Colletts gate 70,0460,46,https://www.finn.no/realestate/homes/ad.html?finnkode=390323557
4890090,Malerhaugveien 32F,0661,49,https://www.finn.no/realestate/homes/ad.html?finnkode=389193542
4853406,Schæffers gate 12C,0558,56,https://www.finn.no/realestate/homes/ad.html?finnkode=390483089
4499252,Sjampinjongstien 7,0598,47,https://www.finn.no/realestate/homes/ad.html?finnkode=390488055
3493412,Tjernlia 45,1279,50,https://www.finn.no/realestate/homes/ad.html?finnkode=367688442
4239279,Lindebergveien 3B,1069,46,https://www.finn.no/realestate/homes/ad.html?finnkode=379336650
4693382,Stavangergata 25,0467,47,https://www.finn.no/realestate/homes/ad.html?finnkode=389747077
5833250,Sandakerveien 56E (Høyblokka A-0102),0477,47,https://www.finn.no/realestate/homes/ad.html?finnkode=383715027
5084608,Pilestredet 57/Grønnegata 18 - Andel 16 - Leilighet 302,0350,44,https://www.finn.no/realestate/homes/ad.html?finnkode=388866133
5122742,Ebbells gate 3 C,0183,50,https://www.finn.no/realestate/homes/ad.html?finnkode=390511833
4386972,Rosenhoffgata 2K,0569,46,https://www.finn.no/realestate/homes/ad.html?finnkode=390618536
6451665,Nordstrandveien 45B,1166,52,https://www.finn.no/realestate/homes/ad.html?finnkode=379081336
3608143,Lindebergveien 21A,1069,44,https://www.finn.no/realestate/homes/ad.html?finnkode=388184963
3807202,Haugerudveien 84,0674,46,https://www.finn.no/realestate/homes/ad.html?finnkode=389683713
5469170,Sinsenveien 53,0585,48,https://www.finn.no/realestate/homes/ad.html?finnkode=380781098
5924644,Hammerstads gate 44,0363,50,https://www.finn.no/realestate/homes/ad.html?finnkode=389369630
3690542,Haugerudveien 88,0674,47,https://www.finn.no/realestate/homes/ad.html?finnkode=390226547
4399252,Freserveien 6,0195,52,https://www.finn.no/realestate/homes/ad.html?finnkode=388938274
4958077,Dælenenggata 16B,0567,48,https://www.finn.no/realestate/homes/ad.html?finnkode=389688925
5559170,Sinsenveien 53,0585,48,https://www.finn.no/realestate/homes/ad.html?finnkode=390436722
4415979,Ekebergveien 27B,0196,55,https://www.finn.no/realestate/homes/ad.html?finnkode=389403970
4373717,Grefsenkollveien 12B,0490,46,https://www.finn.no/realestate/homes/ad.html?finnkode=389376928
4756350,Trondheimsveien 164A,0568,47,https://www.finn.no/realestate/homes/ad.html?finnkode=386271616
6151090,Pavels' gate 1,0454,48,https://www.finn.no/realestate/homes/ad.html?finnkode=390413959
4321404,Christian Krohgs gate 30,0186,48,https://www.finn.no/realestate/homes/ad.html?finnkode=390511623
5301872,Johannes Bruns gate 12D,0452,49,https://www.finn.no/realestate/homes/ad.html?finnkode=390117850
5433850,Nydalen allé 17,0484,50,https://www.finn.no/realestate/homes/ad.html?finnkode=390096692
6104310,Prinsessealléen,0276,45,https://www.finn.no/realestate/homes/ad.html?finnkode=384911762
3999540,Lars Husmanns gate 23,0598,49,https://www.finn.no/realestate/homes/ad.html?finnkode=390171321
4704301,Pastor Fangens vei 20B,0854,48,https://www.finn.no/realestate/homes/ad.html?finnkode=390201329
4482515,Gunnar Schjelderups vei 13E,0485,45,https://www.finn.no/realestate/homes/ad.html?finnkode=389786455
4466916,Bøgata 19A,0655,49,https://www.finn.no/realestate/homes/ad.html?finnkode=389844678
3150971,Henrik Sørensens vei 5,1065,48,https://www.finn.no/realestate/homes/ad.html?finnkode=389432245
4331017,Dælenenggata 14 A,0567,49,https://www.finn.no/realestate/homes/ad.html?finnkode=389725393
4381051,Roveruds gate 8,0481,54,https://www.finn.no/realestate/homes/ad.html?finnkode=390501655
4704302,Ekebergveien 5B,0192,50,https://www.finn.no/realestate/homes/ad.html?finnkode=390073986
4841403,Sverdrups gate 1D,0559,54,https://www.finn.no/realestate/homes/ad.html?finnkode=389864638
4998008,Neuberggata 9D,0367,52,https://www.finn.no/realestate/homes/ad.html?finnkode=390063948
4699303,Sandakerveien 48D,0477,47,https://www.finn.no/realestate/homes/ad.html?finnkode=388086176
4089252,Sandefjordgata 4O,0464,50,https://www.finn.no/realestate/homes/ad.html?finnkode=389935654
3951000,Ringgata 4B,0577,46,https://www.finn.no/realestate/homes/ad.html?finnkode=389087185
4090490,Frysjaveien 42E,0884,43,https://www.finn.no/realestate/homes/ad.html?finnkode=390596213
5740990,Trelastgata 21,0191,48,https://www.finn.no/realestate/homes/ad.html?finnkode=389664212
4264650,Rubina Ranas gate 8,0190,46,https://www.finn.no/realestate/homes/ad.html?finnkode=385816898
5382600,Sinsenveien 47C,169,42,https://www.finn.no/realestate/homes/ad.html?finnkode=390040412
4231353,Nils Huus' gate 2,0482,45,https://www.finn.no/realestate/homes/ad.html?finnkode=389789639
4622490,Bogstadveien 72A,0366,43,https://www.finn.no/realestate/homes/ad.html?finnkode=390443128
4511350,Frydenbergveien 60,0575,50,https://www.finn.no/realestate/homes/ad.html?finnkode=389880808
4079425,Åkebergveien 56A,0650,41,https://www.finn.no/realestate/homes/ad.html?finnkode=389891134
4092542,Avstikkeren 9,1156,46,https://www.finn.no/realestate/homes/ad.html?finnkode=389588333
4412212,Etterstadsletta 45A,0660,51,https://www.finn.no/realestate/homes/ad.html?finnkode=389266505
4715240,Seilduksgata 33A,0553,45,https://www.finn.no/realestate/homes/ad.html?finnkode=384474749
3998054,Kjølberggata 28B,0653,46,https://www.finn.no/realestate/homes/ad.html?finnkode=389866102
4259302,Aslakveien 20C,0753,47,https://www.finn.no/realestate/homes/ad.html?finnkode=390370840
4775174,Fyrstikkbakken 14A,0667,52,https://www.finn.no/realestate/homes/ad.html?finnkode=390458687
3921830,Christian Krohgs gate 30,0186,45,https://www.finn.no/realestate/homes/ad.html?finnkode=389250592
4850123,Fossveien 16C,0551,43,https://www.finn.no/realestate/homes/ad.html?finnkode=390010234
6151350,Dronning Eufemias gate 65,0194,47,https://www.finn.no/realestate/homes/ad.html?finnkode=389206231
5802575,Prinsessealléen 2C,0276,41,https://www.finn.no/realestate/homes/ad.html?finnkode=384911317
5335453,Skøyen terrasse 15,0276,45,https://www.finn.no/realestate/homes/ad.html?finnkode=387216197
5628600,Sinsenveien 47A,185,42,https://www.finn.no/realestate/homes/ad.html?finnkode=390066951
3801562,Nåkkves vei 5,0670,46,https://www.finn.no/realestate/homes/ad.html?finnkode=389672129
5079822,Ullevålsalléen 2E (L4012,74,42,https://www.finn.no/realestate/homes/ad.html?finnkode=390001337
1750000,Drammensveien 214,0212,68,https://www.finn.no/realestate/homes/ad.html?finnkode=298844578
4170708,Maridalsveien 225D,0467,45,https://www.finn.no/realestate/homes/ad.html?finnkode=390727293
4346570,Minister Ditleffs vei 5C,0862,40,https://www.finn.no/realestate/homes/ad.html?finnkode=390668757
4818290,Lørenveien 62B,0585,45,https://www.finn.no/realestate/homes/ad.html?finnkode=389424986
5135234,Grüners gate 15,0552,42,https://www.finn.no/realestate/homes/ad.html?finnkode=390465292
5593839,Ullevålsveien 99,0359,46,https://www.finn.no/realestate/homes/ad.html?finnkode=387767473
4201240,Romsdalsgata 7B,0556,46,https://www.finn.no/realestate/homes/ad.html?finnkode=389786379
5265654,Frydenlundgata 2 D,0169,43,https://www.finn.no/realestate/homes/ad.html?finnkode=390435565
1800000,Drammensveien 214,0212,65,https://www.finn.no/realestate/homes/ad.html?finnkode=316879451
6050000,Prinsessealleen leil 411,0276,42,https://www.finn.no/realestate/homes/ad.html?finnkode=373390346
5564020,Camilla Colletts vei 11b,0258,45,https://www.finn.no/realestate/homes/ad.html?finnkode=390064419
5084940,Herslebs gate 23,0561,46,https://www.finn.no/realestate/homes/ad.html?finnkode=390504368
4089676,Nedre gate 8C,0551,38,https://www.finn.no/realestate/homes/ad.html?finnkode=390008890
5999881,Sannergata 7 B - Andel 19,0557,45,https://www.finn.no/realestate/homes/ad.html?finnkode=390192485
4705837,Sverdrups gate 15A,0559,45,https://www.finn.no/realestate/homes/ad.html?finnkode=390754695
3724121,Prost Hallings vei 31B,0666,51,https://www.finn.no/realestate/homes/ad.html?finnkode=390750248
4562340,Innspurten 6A,0663,45,https://www.finn.no/realestate/homes/ad.html?finnkode=389074058
4818240,Sagveien 15,0459,43,https://www.finn.no/realestate/homes/ad.html?finnkode=390449669
4264740,Fjellgata 32 B,0566,37,https://www.finn.no/realestate/homes/ad.html?finnkode=318082264
3440902,Lindebergåsen 9A,1071,34,https://www.finn.no/realestate/homes/ad.html?finnkode=325911771
5633250,Pilestredet Park 21,310,37,https://www.finn.no/realestate/homes/ad.html?finnkode=384757343
5429145,Huitfeldts gate 35A,0253,39,https://www.finn.no/realestate/homes/ad.html?finnkode=390496926
4437187,Welhavens gate 8A,0352,38,https://www.finn.no/realestate/homes/ad.html?finnkode=390057372
2291438,Fyrstikkbakken 14C,0667,39,https://www.finn.no/realestate/homes/ad.html?finnkode=388983680
4088040,Maridalsveien 37C - C101 Anr 23,0175,32,https://www.finn.no/realestate/homes/ad.html?finnkode=390198885
4716000,Jacob Aalls gate 4,0368,36,https://www.finn.no/realestate/homes/ad.html?finnkode=390040480
4676175,Arnljot Gellines vei 37A,0657,38,https://www.finn.no/realestate/homes/ad.html?finnkode=376853231
4044922,Hesselbergs gate 8A,0555,36,https://www.finn.no/realestate/homes/ad.html?finnkode=389424789
4691350,Malerhaugveien 41,0661,40,https://www.finn.no/realestate/homes/ad.html?finnkode=389269842
3760990,Gunnar Schjelderups vei 33C,0485,36,https://www.finn.no/realestate/homes/ad.html?finnkode=350977055
3703297,Kjelsåsveien 188A,0884,37,https://www.finn.no/realestate/homes/ad.html?finnkode=389167224
4972250,Sinsenveien 47C,0585,40,https://www.finn.no/realestate/homes/ad.html?finnkode=379913255
3461302,Sigrid Undsets vei 3,0669,40,https://www.finn.no/realestate/homes/ad.html?finnkode=389078171
2983690,Bergensveien 4A,0963,36,https://www.finn.no/realestate/homes/ad.html?finnkode=389470924
4178669,Conradis gate 5A,0559,39,https://www.finn.no/realestate/homes/ad.html?finnkode=389408746
4058797,Sars' gate 68,0564,41,https://www.finn.no/realestate/homes/ad.html?finnkode=390168924
4520218,Sannergata 5 A,0557,40,https://www.finn.no/realestate/homes/ad.html?finnkode=389983210
4307576,Københavngata 21B,0567,50,https://www.finn.no/realestate/homes/ad.html?finnkode=390349245
4186065,Maridalsveien 205,0469,38,https://www.finn.no/realestate/homes/ad.html?finnkode=389355779
4716485,Herman Foss' gate 16,0171,41,https://www.finn.no/realestate/homes/ad.html?finnkode=389963655
4652150,Rosenborggata 12,0356,39,https://www.finn.no/realestate/homes/ad.html?finnkode=390296616
3740809,Østerliveien 60 B,1153,46,https://www.finn.no/realestate/homes/ad.html?finnkode=390510360
3808072,Grefsenveien 51,0485,34,https://www.finn.no/realestate/homes/ad.html?finnkode=390360258
5128800,Briskebyveien 48,0259,36,https://www.finn.no/realestate/homes/ad.html?finnkode=389572209
4687336,Trondheimsveien 82B,0565,36,https://www.finn.no/realestate/homes/ad.html?finnkode=390380388
5198831,Balders gate 4,0263,38,https://www.finn.no/realestate/homes/ad.html?finnkode=390437002
4178366,Sinsenveien 16,0572,38,https://www.finn.no/realestate/homes/ad.html?finnkode=389972302
4447450,Sandefjordgata 2A,0464,41,https://www.finn.no/realestate/homes/ad.html?finnkode=389945037
4357490,Vollebekkveien 2G,0598,40,https://www.finn.no/realestate/homes/ad.html?finnkode=372459112
4962090,Pilestredet Park 14,0176,37,https://www.finn.no/realestate/homes/ad.html?finnkode=389937121
5201090,Darres gate 4,0175,43,https://www.finn.no/realestate/homes/ad.html?finnkode=390291886
3483990,Sinsenterrassen 2B - andel 30,0574,36,https://www.finn.no/realestate/homes/ad.html?finnkode=385414233
4594949,Ole Bulls gate 23B,0475,40,https://www.finn.no/realestate/homes/ad.html?finnkode=390461218
5237600,Sinsenveien 45 - Lille Løren Park hus A1,307,35,https://www.finn.no/realestate/homes/ad.html?finnkode=381690406
3066055,Bergensveien 4A,0963,36,https://www.finn.no/realestate/homes/ad.html?finnkode=389090274
5125990,Sinsenveien 47D,0585,37,https://www.finn.no/realestate/homes/ad.html?finnkode=390753196
4429190,Frederik Glads gate 22C,0482,42,https://www.finn.no/realestate/homes/ad.html?finnkode=389420166
4725303,Gruegata 18B,0652,39,https://www.finn.no/realestate/homes/ad.html?finnkode=385621052
5277700,Sinsenveien 45 - Lille Løren Park hus C - leil. 218,0585,35,https://www.finn.no/realestate/homes/ad.html?finnkode=373065811
4685750,Drøbakgata 12,0463,38,https://www.finn.no/realestate/homes/ad.html?finnkode=389165142
4372352,Ekebergveien 3F,0192,45,https://www.finn.no/realestate/homes/ad.html?finnkode=388049093
3999000,Christian Krohgs gate 54,0186,33,https://www.finn.no/realestate/homes/ad.html?finnkode=388478393
5291757,Wilhelms gate 3 - Andel 7,0168,39,https://www.finn.no/realestate/homes/ad.html?finnkode=390637059
4674990,Pilestredet 75C,0354,40,https://www.finn.no/realestate/homes/ad.html?finnkode=389787831
4460100,Seilduksgata 33A,0553,42,https://www.finn.no/realestate/homes/ad.html?finnkode=389977754
4515740,Sven Bruns gate 9,0166,32,https://www.finn.no/realestate/homes/ad.html?finnkode=389133582
2836302,Kalbakkveien 49C,0953,34,https://www.finn.no/realestate/homes/ad.html?finnkode=390534189
3444990,Hjelms gate 7B,0355,22,https://www.finn.no/realestate/homes/ad.html?finnkode=390351268
4157171,Sandakerveien 33,0477,32,https://www.finn.no/realestate/homes/ad.html?finnkode=387275031
3281090,Pilestredet Park 39,0176,25,https://www.finn.no/realestate/homes/ad.html?finnkode=389288239
3785594,Kirkeveien 53,0368,24,https://www.finn.no/realestate/homes/ad.html?finnkode=389875005
4958240,Sørkedalsveien 21A,0369,29,https://www.finn.no/realestate/homes/ad.html?finnkode=371600311
2838430,Lambertseterveien 35,1150,25,https://www.finn.no/realestate/homes/ad.html?finnkode=389909884
361500,Hans Nordahls gate/Birch-Reichenwalds gate/Borger Withs gate,0485,18,https://www.finn.no/realestate/homes/ad.html?finnkode=366699955
3059193,Observatoriegata 10,0254,19,https://www.finn.no/realestate/homes/ad.html?finnkode=390324219
2727019,Stovner Senter 1,0985,29,https://www.finn.no/realestate/homes/ad.html?finnkode=390346071
4333090,Gunnar Schjelderups vei 33C,0485,33,https://www.finn.no/realestate/homes/ad.html?finnkode=388308914
436650,Sigrid Undsets vei 2,0669,18,https://www.finn.no/realestate/homes/ad.html?finnkode=368840233
4100346,Sofies gate 7,0170,28,https://www.finn.no/realestate/homes/ad.html?finnkode=389418684
4703646,Ullevålsveien 101,0359,34,https://www.finn.no/realestate/homes/ad.html?finnkode=390573750
3312813,Sannergata 30 B,0557,24,https://www.finn.no/realestate/homes/ad.html?finnkode=390516970
3275419,Bogstadveien 30a,0355,27,https://www.finn.no/realestate/homes/ad.html?finnkode=389895024
3898994,Ekebergveien 41,0196,59,https://www.finn.no/realestate/homes/ad.html?finnkode=390464890
2963600,Margit Hansens gate 5,0190,20,https://www.finn.no/realestate/homes/ad.html?finnkode=390361616
255000,SIGRID UNDSETS VEI 1,0669,18,https://www.finn.no/realestate/homes/ad.html?finnkode=374059930
1235817,Middelthuns gate 25 D,0368,,https://www.finn.no/realestate/homes/ad.html?finnkode=378941065
3252931,Ole Brumms vei 34,0979,41,https://www.finn.no/realestate/homes/ad.html?finnkode=383408552
4120503,Terningbekk 2,0272,30,https://www.finn.no/realestate/homes/ad.html?finnkode=386557140
2776702,Gunnar Schjelderups vei 33A (leil. 505),0485,19,https://www.finn.no/realestate/homes/ad.html?finnkode=389367485
3274540,Haakon Tveters vei 86,0686,29,https://www.finn.no/realestate/homes/ad.html?finnkode=390095914
3923676,Vøyensvingen 16D,0458,35,https://www.finn.no/realestate/homes/ad.html?finnkode=389377893
2083979,Fagerheimgata 20A,0475,32,https://www.finn.no/realestate/homes/ad.html?finnkode=381719515
3826773,Grefsenveien 6C,0482,34,https://www.finn.no/realestate/homes/ad.html?finnkode=390356171
3228012,Teisenveien 5 E,0664,25,https://www.finn.no/realestate/homes/ad.html?finnkode=390325215
2954280,Gøteborggata 37B,0566,20,https://www.finn.no/realestate/homes/ad.html?finnkode=389389811
3903300,Maridalsveien 209A,0469,31,https://www.finn.no/realestate/homes/ad.html?finnkode=389759677
4083740,Krumgata 5A,0170,24,https://www.finn.no/realestate/homes/ad.html?finnkode=390121027
