Totalpris,Adresse,Postnummer,Størrelse,URL
1067875,MALERHAUGVEIEN 34,0661,27,https://www.finn.no/realestate/homes/ad.html?finnkode=357862883
2871000,Bygdøy allè 70,0268,21,https://www.finn.no/realestate/homes/ad.html?finnkode=390156610
291650,Sigrid Undsets vei 2,0670,18,https://www.finn.no/realestate/homes/ad.html?finnkode=382779508
4276954,Grefsenveien 21C,0482,30,https://www.finn.no/realestate/homes/ad.html?finnkode=362177267
3519880,Lambertseterveien 35,1150,25,https://www.finn.no/realestate/homes/ad.html?finnkode=390523756
596000,TRONDHEIMSVEIEN 64,0565,21,https://www.finn.no/realestate/homes/ad.html?finnkode=351959529
3365650,Marcus Thranes gate 13,0473,21,https://www.finn.no/realestate/homes/ad.html?finnkode=389507280
4191440,St. Olavs gate 11C,0165,37,https://www.finn.no/realestate/homes/ad.html?finnkode=388825111
3691358,Sverres gate 1A,0652,32,https://www.finn.no/realestate/homes/ad.html?finnkode=389962205
3290562,Lindebergåsen 15A,1071,35,https://www.finn.no/realestate/homes/ad.html?finnkode=390316686
4398555,Prinsens gate 14,0152,34,https://www.finn.no/realestate/homes/ad.html?finnkode=389353257
4043742,Sandakerveien 33,0477,33,https://www.finn.no/realestate/homes/ad.html?finnkode=389304985
3577331,Marcus Thranes gate 9,0473,26,https://www.finn.no/realestate/homes/ad.html?finnkode=385669016
616240,Teglverksgata 7A,0553,22,https://www.finn.no/realestate/homes/ad.html?finnkode=378005567
3335750,Drøbakgata 12,0463,26,https://www.finn.no/realestate/homes/ad.html?finnkode=390175801
3150540,Ammerudhellinga 70,0959,51,https://www.finn.no/realestate/homes/ad.html?finnkode=389426668
5050490,Fuglehauggata 11,0260,32,https://www.finn.no/realestate/homes/ad.html?finnkode=378130760
3207332,STAVANGERGATA 46A,0467,20,https://www.finn.no/realestate/homes/ad.html?finnkode=389901308
3592653,Eugenies gate 4,0168,23,https://www.finn.no/realestate/homes/ad.html?finnkode=389138899
421500,Hans Nordahls gate/Birch-Reichenwalds gate/Borger Withs gate/Grefsenveien (A/S Aasen Garasjelag),0481,13,https://www.finn.no/realestate/homes/ad.html?finnkode=386762017
269000,JORDSTJERNEVEIEN 1,1283,14,https://www.finn.no/realestate/homes/ad.html?finnkode=254979453
2471466,Gunnar Schjelderups vei 33D - (leil. 407),0485,17,https://www.finn.no/realestate/homes/ad.html?finnkode=390210378
718500,Middelthuns gate 21C,0368,15,https://www.finn.no/realestate/homes/ad.html?finnkode=369491978
391465,Borger Withs gate / Birch Reichenwaldsgate,0483,14,https://www.finn.no/realestate/homes/ad.html?finnkode=358810633
401000,Hans Nordahls gate/Birch-Reichenwalds gate/Borger Withs gt/ Grefsenveien,0481,15,https://www.finn.no/realestate/homes/ad.html?finnkode=370002028
412208,Sinsenveien 3,0568,15,https://www.finn.no/realestate/homes/ad.html?finnkode=323717061
391000,Hans Nordahls gate/Birch-Reichenwalds gate/Borger Withs gate/Grefsenveien (A/S Aasen Garasjelag),0481,15,https://www.finn.no/realestate/homes/ad.html?finnkode=337822792
530835,TRONDHEIMSVEIEN 64,0565,15,https://www.finn.no/realestate/homes/ad.html?finnkode=330783155
662594,Kirkeveien 92,0361,15,https://www.finn.no/realestate/homes/ad.html?finnkode=356658395
3544413,Fjørtofts gate 13,0461,16,https://www.finn.no/realestate/homes/ad.html?finnkode=390497941
810990,Ullevålsveien 105,0359,14,https://www.finn.no/realestate/homes/ad.html?finnkode=382323674
691000,0176 Oslo,,14,https://www.finn.no/realestate/homes/ad.html?finnkode=112778909
401588,Sinsenveien 5 B,0572,13,https://www.finn.no/realestate/homes/ad.html?finnkode=370905332
349000,Årvollveien,0591,12,https://www.finn.no/realestate/homes/ad.html?finnkode=387667522
444000,Fernanda Nissens Gate 6B,0484,15,https://www.finn.no/realestate/homes/ad.html?finnkode=369481557
420250,Hans Nordahls gate,,13,https://www.finn.no/realestate/homes/ad.html?finnkode=381074796
1005000,WELHAVENS GATE 2 A,0166,12,https://www.finn.no/realestate/homes/ad.html?finnkode=390460464
630000,PILESTREDET PARK 15,0176,14,https://www.finn.no/realestate/homes/ad.html?finnkode=385315094
698115,Kirkeveien 92,0364,15,https://www.finn.no/realestate/homes/ad.html?finnkode=258005156
466375,GRENSEVEIEN 61,0663,14,https://www.finn.no/realestate/homes/ad.html?finnkode=343707389
697265,KIRKEVEIEN 92,0361,15,https://www.finn.no/realestate/homes/ad.html?finnkode=334677207
954250,Middelthuns gate 21 A,0368,13,https://www.finn.no/realestate/homes/ad.html?finnkode=380460882
514592,URTEGATA 26,0187,14,https://www.finn.no/realestate/homes/ad.html?finnkode=387251078
2943061,Dalsbergstien 22A,0170,16,https://www.finn.no/realestate/homes/ad.html?finnkode=389946216
2577302,Ullernchausséen 46A,0379,18,https://www.finn.no/realestate/homes/ad.html?finnkode=387798827
1390000,GYLDENLØVES GATE 38,0260,15,https://www.finn.no/realestate/homes/ad.html?finnkode=390093199
564990,Teglverksgata 7A,0553,12,https://www.finn.no/realestate/homes/ad.html?finnkode=383622325
502096,Rubina Ranas gate 5,0191,15,https://www.finn.no/realestate/homes/ad.html?finnkode=347469502
738525,Sørengkaia 39,0194,15,https://www.finn.no/realestate/homes/ad.html?finnkode=369461939
913250,Middelthuns gate 25 E,0368,13,https://www.finn.no/realestate/homes/ad.html?finnkode=379362151
616000,Pilestredet Park 11 - 13,0176,14,https://www.finn.no/realestate/homes/ad.html?finnkode=389386820
669781,Kirkeveien 92,0361,15,https://www.finn.no/realestate/homes/ad.html?finnkode=385542459
823342,Sørengstranda garasjesameie,0194,15,https://www.finn.no/realestate/homes/ad.html?finnkode=369967211
389000,Hans nordahls gate 62,0481,12,https://www.finn.no/realestate/homes/ad.html?finnkode=381646974
420250,Hans Nordahls gate 74,0485,13,https://www.finn.no/realestate/homes/ad.html?finnkode=390147046
451588,SINSENVEIEN 7,0572,15,https://www.finn.no/realestate/homes/ad.html?finnkode=353848138
407015,Hans Nordahls gate - P7 parkeringshus,0481,13,https://www.finn.no/realestate/homes/ad.html?finnkode=287005228
472560,FAGERBORGGATA 50 A,0360,12,https://www.finn.no/realestate/homes/ad.html?finnkode=387191727
1490000,LINDEMANS GATE 5 A,0267,15,https://www.finn.no/realestate/homes/ad.html?finnkode=364903012
625501,Kirkeveien 92,0364,15,https://www.finn.no/realestate/homes/ad.html?finnkode=249339765
465000,Rubina Ranes gate 5,0191,15,https://www.finn.no/realestate/homes/ad.html?finnkode=323591725
2838862,Stavangergata 46A,0467,17,https://www.finn.no/realestate/homes/ad.html?finnkode=390359139
610000,Kirkeveien 92,0361,15,https://www.finn.no/realestate/homes/ad.html?finnkode=323774629
410000,Hans Nordahls gate/Birch-Reichenwalds gate/Borger Withs gate/Grefsenveien (A/S Aasen Garasjelag),0481,13,https://www.finn.no/realestate/homes/ad.html?finnkode=383287729
1323055,Skovveien 4,0257,,https://www.finn.no/realestate/homes/ad.html?finnkode=355069552
644166,Kirkeveien 92,0361,15,https://www.finn.no/realestate/homes/ad.html?finnkode=330946845
656150,SCHOUS PLASS 3 C,0552,14,https://www.finn.no/realestate/homes/ad.html?finnkode=283911021
469000,Oslo,0570,15,https://www.finn.no/realestate/homes/ad.html?finnkode=91007246
1500000,Lindemannsgate 3,0276,15,https://www.finn.no/realestate/homes/ad.html?finnkode=348849029
330000,SINSENVEIEN 3,0572,10,https://www.finn.no/realestate/homes/ad.html?finnkode=387307738
513000,HERSLEBS GATE 17 B,0561,12,https://www.finn.no/realestate/homes/ad.html?finnkode=306490609
350725,Darres gate 10,0175,11,https://www.finn.no/realestate/homes/ad.html?finnkode=208234882
668740,Seilduksgata/ Københavngata,0553,12,https://www.finn.no/realestate/homes/ad.html?finnkode=356982085
463420,Hans Nordahls Gate 94,0485,12,https://www.finn.no/realestate/homes/ad.html?finnkode=342118174
265794,Darresgate 10,0175,11,https://www.finn.no/realestate/homes/ad.html?finnkode=383147086
265750,DARRES GATE 30,0175,12,https://www.finn.no/realestate/homes/ad.html?finnkode=363383238
310794,DARRES GATE 10,0175,12,https://www.finn.no/realestate/homes/ad.html?finnkode=318530135
452172,Trondheimsveien 64,0565,11,https://www.finn.no/realestate/homes/ad.html?finnkode=344093995
499175,HERSLEBS GATE 17 B,0561,12,https://www.finn.no/realestate/homes/ad.html?finnkode=348161993
1336000,Drammensveien/ Nobelsgate,0273,12,https://www.finn.no/realestate/homes/ad.html?finnkode=280616081
4650000,Malerhaugveien 25 - P-plass,0661,12,https://www.finn.no/realestate/homes/ad.html?finnkode=378167507
339420,Bergensveien 19,0963,12,https://www.finn.no/realestate/homes/ad.html?finnkode=329448563
300000,DARRES GATE 10,0175,12,https://www.finn.no/realestate/homes/ad.html?finnkode=302996487
300794,DARRES GATE 10,0175,11,https://www.finn.no/realestate/homes/ad.html?finnkode=315914948
250000,DARRES GATE 10,0175,11,https://www.finn.no/realestate/homes/ad.html?finnkode=369916232
1505000,LILLE STRANDEN 6,0252,12,https://www.finn.no/realestate/homes/ad.html?finnkode=318714748
260000,Steinspranget 40,1156,12,https://www.finn.no/realestate/homes/ad.html?finnkode=230997341
500000,Malerhaugveien 25 - P-plass nr 7,0661,12,https://www.finn.no/realestate/homes/ad.html?finnkode=372287240
250000,DARRES GATE 10,0175,12,https://www.finn.no/realestate/homes/ad.html?finnkode=329171410
495000,Malmøgata 9,0566,11,https://www.finn.no/realestate/homes/ad.html?finnkode=371700506
820000,0170 Oslo,,11,https://www.finn.no/realestate/homes/ad.html?finnkode=389687928
339585,Sinsenveien 5B,0572,12,https://www.finn.no/realestate/homes/ad.html?finnkode=307041504
250750,Darres gate 22,0175,12,https://www.finn.no/realestate/homes/ad.html?finnkode=374560331
550002,Kirkeveien 159,0451,12,https://www.finn.no/realestate/homes/ad.html?finnkode=98750703
487415,Sandakerveien 22C,0473,11,https://www.finn.no/realestate/homes/ad.html?finnkode=388006971
301000,DARRES GATE 10,0175,11,https://www.finn.no/realestate/homes/ad.html?finnkode=364366413
145966,Jørgen Løvlandsgate 5-7,0568,10,https://www.finn.no/realestate/homes/ad.html?finnkode=380135093
502750,HERSLEBS GATE 17 C,0561,12,https://www.finn.no/realestate/homes/ad.html?finnkode=371003414
160000,KRISTINE BONNEVIES VEI 4,0592,12,https://www.finn.no/realestate/homes/ad.html?finnkode=286326527
3588740,Skovveien 4,0257,,https://www.finn.no/realestate/homes/ad.html?finnkode=374416607
768750,FREDENSBORGVEIEN 43,0177,12,https://www.finn.no/realestate/homes/ad.html?finnkode=336469060
477715,RUBINA RANAS GATE 5,0190,12,https://www.finn.no/realestate/homes/ad.html?finnkode=356838539
451000,Gøteborggata 18,0566,11,https://www.finn.no/realestate/homes/ad.html?finnkode=375896853
300794,DARRES GATE 10,0175,11,https://www.finn.no/realestate/homes/ad.html?finnkode=362682012
900000,Hammerstads gate 7,0365,12,https://www.finn.no/realestate/homes/ad.html?finnkode=339952576
225794,DARRES GATE 2,0175,11,https://www.finn.no/realestate/homes/ad.html?finnkode=238456080
535000,Breigata 4,0187,12,https://www.finn.no/realestate/homes/ad.html?finnkode=341796283
280000,Gøteborggata 32,0566,12,https://www.finn.no/realestate/homes/ad.html?finnkode=191547827
229000,Darres gate 22,0175,,https://www.finn.no/realestate/homes/ad.html?finnkode=280591292
750000,Arbosgate 2,0368,10,https://www.finn.no/realestate/homes/ad.html?finnkode=386211594
483032,Hans Nordahls Gate 52,0481,12,https://www.finn.no/realestate/homes/ad.html?finnkode=381580471
140000,KRISTINE BONNEVIES VEI 4,0592,12,https://www.finn.no/realestate/homes/ad.html?finnkode=334496174
789000,Gøteborggata 18,0566,11,https://www.finn.no/realestate/homes/ad.html?finnkode=246905019
395800,Gunnar Schelderups vei 11S,0484,12,https://www.finn.no/realestate/homes/ad.html?finnkode=360496142
697875,Falbes gate 18,0170,11,https://www.finn.no/realestate/homes/ad.html?finnkode=390643402
463419,Hans Nordahls gate 18,0481,12,https://www.finn.no/realestate/homes/ad.html?finnkode=323462631
280794,Darres gt,0175,11,https://www.finn.no/realestate/homes/ad.html?finnkode=372970094
259000,DARRES GATE 22,0175,12,https://www.finn.no/realestate/homes/ad.html?finnkode=336172151
700000,Sørengkaia 39,0194,10,https://www.finn.no/realestate/homes/ad.html?finnkode=376819471
371000,GUNNAR SCHJELDERUPS VEI 13E,0485,1,https://www.finn.no/realestate/homes/ad.html?finnkode=376490881
407010,Trondheimsveien 197,0570,,https://www.finn.no/realestate/homes/ad.html?finnkode=379101100
493525,Sandakerveien 22C,0473,5,https://www.finn.no/realestate/homes/ad.html?finnkode=378943214
1015990,Hansteens gate 16 Plass 72,0253,,https://www.finn.no/realestate/homes/ad.html?finnkode=337568578
579924,Teaterkvartalet,0190,8,https://www.finn.no/realestate/homes/ad.html?finnkode=329494970
4511250,OLAV KYRRES GATE 4,0273,1,https://www.finn.no/realestate/homes/ad.html?finnkode=356912872
550001,PLATOUS GATE 31,0190,1,https://www.finn.no/realestate/homes/ad.html?finnkode=333170998
872490,Hoffsveien 10C,0275,8,https://www.finn.no/realestate/homes/ad.html?finnkode=386088893
199914,Plass B001,0190,,https://www.finn.no/realestate/homes/ad.html?finnkode=375848701
415164,Plass 002,0190,,https://www.finn.no/realestate/homes/ad.html?finnkode=375849646
2666000,Frederik Glads gate 19,0482,,https://www.finn.no/realestate/homes/ad.html?finnkode=384510316
223000,Jørgen Løvlands Gate 5,0568,1,https://www.finn.no/realestate/homes/ad.html?finnkode=375720079
605990,Amtmann Meinichs gate 3,0482,1,https://www.finn.no/realestate/homes/ad.html?finnkode=357851035
561967,PLATOUS GATE 31,0190,1,https://www.finn.no/realestate/homes/ad.html?finnkode=303221960
415164,DE NYE GRØNLANDSKVARTALENE GARASJESAMEIE,0190,,https://www.finn.no/realestate/homes/ad.html?finnkode=375851475
503490,Nordlandsgata 11 - Garasjeplass,0482,1,https://www.finn.no/realestate/homes/ad.html?finnkode=378455638
513750,AMTMANN MEINICHS GATE 3,0482,1,https://www.finn.no/realestate/homes/ad.html?finnkode=373427480
420000,Sandakerveien 20L,0473,9,https://www.finn.no/realestate/homes/ad.html?finnkode=374955525
350795,Hans Nordahls gate 18,0481,,https://www.finn.no/realestate/homes/ad.html?finnkode=389074814
514424,Rubina ranas gate,0190,1,https://www.finn.no/realestate/homes/ad.html?finnkode=378321720
349670,Sinsenveien 3,0571,10,https://www.finn.no/realestate/homes/ad.html?finnkode=320977990
475000,HOVINVEIEN 43,0576,10,https://www.finn.no/realestate/homes/ad.html?finnkode=234523897
718740,Trondheimsveien 197,0570,,https://www.finn.no/realestate/homes/ad.html?finnkode=379100604
441471,RUBINA RANAS GATE,0190,1,https://www.finn.no/realestate/homes/ad.html?finnkode=390705602
530000,Teaterkvartalet,0190,10,https://www.finn.no/realestate/homes/ad.html?finnkode=375380933
514424,Rubina Ranas gate,0190,1,https://www.finn.no/realestate/homes/ad.html?finnkode=378308428
563750,Pilestredet Park 23,0176,10,https://www.finn.no/realestate/homes/ad.html?finnkode=356649144
411000,Gøteborggata 30,0566,,https://www.finn.no/realestate/homes/ad.html?finnkode=376084711
769750,Pilestredet Park 11- 13,0176,,https://www.finn.no/realestate/homes/ad.html?finnkode=380059035
310585,Sinsenveien 3B,0572,10,https://www.finn.no/realestate/homes/ad.html?finnkode=326710351
457980,Teaterplassen,0190,,https://www.finn.no/realestate/homes/ad.html?finnkode=387897521
200966,Jørgen Løvlandsgate 5-7,0568,10,https://www.finn.no/realestate/homes/ad.html?finnkode=283241369
871240,Fuglehauggata 14,0260,8,https://www.finn.no/realestate/homes/ad.html?finnkode=381068543
1385500,SKOVVEIEN 4,0257,6,https://www.finn.no/realestate/homes/ad.html?finnkode=350050448
898175,Sørengkaia 121,0194,10,https://www.finn.no/realestate/homes/ad.html?finnkode=307823583
480000,Sandakerveien 22B,0473,5,https://www.finn.no/realestate/homes/ad.html?finnkode=221950425
511471,Teaterplassen,0190,,https://www.finn.no/realestate/homes/ad.html?finnkode=387786008
1436700,SKOVVEIEN 4,0257,10,https://www.finn.no/realestate/homes/ad.html?finnkode=346471540
564990,Pilestredet Park 11 - 13,0180,,https://www.finn.no/realestate/homes/ad.html?finnkode=382521809
363914,Plass B003,0190,,https://www.finn.no/realestate/homes/ad.html?finnkode=375850465
573081,Parkeringsplass nr. 5 Grønlandskvartalene,0301,,https://www.finn.no/realestate/homes/ad.html?finnkode=387906230
385754,SINSENVEIEN 3,0572,10,https://www.finn.no/realestate/homes/ad.html?finnkode=321587342
391325,Herslebs gate 17B,0561,,https://www.finn.no/realestate/homes/ad.html?finnkode=372307921
486710,Garasjeplass i De Nye Grønlandskvartalene Garasjesameie,0190,,https://www.finn.no/realestate/homes/ad.html?finnkode=323845574
619000,SANDAKERVEIEN 22 D,0473,10,https://www.finn.no/realestate/homes/ad.html?finnkode=377787678
973250,MIDDELTHUNS GATE 25 G,0368,8,https://www.finn.no/realestate/homes/ad.html?finnkode=375691756
472768,Amtmann Meinichs Gate 3,0482,1,https://www.finn.no/realestate/homes/ad.html?finnkode=378310580
335000,Gunnar Schjelderups vei 13E,0485,1,https://www.finn.no/realestate/homes/ad.html?finnkode=237809655
432025,Frydenbergveien 54 - Garasjeplass,0575,,https://www.finn.no/realestate/homes/ad.html?finnkode=339577221
769990,Sørengkaia 121,0194,,https://www.finn.no/realestate/homes/ad.html?finnkode=370477267
514592,RUBINA RANAS GATE 3,0190,0,https://www.finn.no/realestate/homes/ad.html?finnkode=335055489
371588,SINSENVEIEN 7,0572,0,https://www.finn.no/realestate/homes/ad.html?finnkode=370369847
490250,Borger Withs gate/Birch Reichenwaldsgate,0482,0,https://www.finn.no/realestate/homes/ad.html?finnkode=344913080
445000,GRØNLANDSLEIRET 61,0190,0,https://www.finn.no/realestate/homes/ad.html?finnkode=338083599
410750,Grønlandsleiret 61,0190,0,https://www.finn.no/realestate/homes/ad.html?finnkode=357393312
667620,Welhavens gate 2,0166,,https://www.finn.no/realestate/homes/ad.html?finnkode=278847191
974490,Majorstuveien 36,0367,,https://www.finn.no/realestate/homes/ad.html?finnkode=372569157
841870,Sørengkaia 39,0194,,https://www.finn.no/realestate/homes/ad.html?finnkode=289202482
462450,De Nye Grønlandskvartalene Garasjesameie,0190,,https://www.finn.no/realestate/homes/ad.html?finnkode=334846416
415164,Plass nr. 111,0190,,https://www.finn.no/realestate/homes/ad.html?finnkode=375838146
